word,mean_RT_ms,mean_accuracy,length,log_frequency,AoA,OLD20,concreteness,contextual_diversity,OLD20F,orthographic_neighbourhood_n,mean_D_Zscore,n_rows,n_subjects
advent,611.667,0.97,6,1.397940009,10.38,2.25,2.48,1.278753601,7.527,1,-0.735,3,3
adventure,823.5,0.94,9,2.836324116,5.67,2.85,2.59,2.669316881,6.912,0,-0.108,2,2
adventurous,880.0,0.91,11,1.799340549,10,3.95,1.95,1.755874856,5.698,0,0.115,1,1
adverb,784.5,1,6,1.041392685,8.14,2.5,2.25,0.84509804,7.228,1,-0.308,2,2
adverbial,1061.5,0.52,9,0.602059991,13.14,3.6,,0.477121255,6.477,0,2.493,2,2
adversary,652.5,0.97,9,1.892094603,12.67,3.6,2.93,1.832508913,6.461,0,-0.282,4,4
adverse,1025.0,0.97,7,1.568201724,10.72,2.3,2.23,1.544068044,6.87,0,0.729,1,1
adversity,698.0,1,9,1.740362689,11.79,3,1.44,1.69019608,6.551,0,-0.164,1,1
advert,843.0,0.94,6,1.146128036,14.22,2.05,3.08,1,7.393,2,0.303,3,3
advertise,762.5,1,9,1.929418926,9.63,2.65,2.81,1.908485019,6.887,0,0.273,2,2
advertisement,766.333,1,13,1.792391689,7.67,4.5,3.77,1.72427587,5.981,0,-0.115,3,3
advertiser,651.0,0.94,10,0.954242509,11,3.25,3.93,0.84509804,7.125,2,0.021,1,1
advertising,652.667,0.97,11,2.579783597,9.95,3.6,3.88,2.372912003,6.644,0,-0.208,3,3
advice,546.0,1,6,3.388811413,8.61,2.3,2.73,3.225309282,7.589,1,-1.078,2,2
advisable,705.5,0.88,9,1.612783857,10.75,2.85,1.93,1.579783597,7,0,0.033,2,2
advise,501.5,0.94,6,2.794488047,8.89,2.2,2.03,2.698970004,7.022,2,-0.824,2,2
advisement,567.5,0.93,10,1.602059991,12.5,3.75,2.52,1.579783597,6.248,0,-0.81,2,2
adviser,576.0,0.88,7,1.73239376,10.78,2.3,3.67,1.662757832,6.642,3,-0.59,2,2
advisor,596.5,1,7,2.354108439,11.24,2.45,4.15,2.164352856,7.423,1,-0.812,2,2
advisory,923.0,0.93,8,1.716003344,11.55,2.9,2.5,1.643452676,6.297,1,0.056,5,5
advocacy,624.0,0.91,8,1.204119983,14.06,3.65,2,1.176091259,7.024,0,-0.352,2,2
advocate,549.0,0.97,8,2.056904851,11.11,2.75,2.72,1.986771734,6.585,0,-0.565,4,4
aerate,983.0,0.21,6,0.301029996,13.44,1.85,,0.301029996,6.144,2,1.457,2,2
aerial,866.0,0.84,6,2.113943352,11.5,1.9,3.04,1.991226076,7.13,1,-0.195,2,2
aerobic,691.0,0.94,7,1,10.24,2.7,3.14,0.954242509,6.664,0,-0.527,3,3
aerodynamic,1961.0,0.79,11,1.361727836,13.4,5,2.88,1.322219295,6.2,0,2.226,1,1
aeronautical,653.0,0.77,12,1.113943352,14.35,4.7,2.96,1,6.014,0,0.027,3,3
aeronautics,2138.0,0.84,11,1,12.35,4.3,3.08,0.84509804,5.979,0,3.267,3,3
aerosol,954.75,0.94,7,1.176091259,9.47,2.95,4.23,1.041392685,6.798,0,0.285,4,4
aerospace,1179.0,0.94,9,1.748188027,12.06,3.85,3.19,1.544068044,6.128,0,0.025,1,1
aesthetic,932.0,0.94,9,1.544068044,15.74,2.75,2.33,1.505149978,6.101,0,0.179,1,1
aesthetics,881.0,0.88,10,1.204119983,15.06,3.15,2.22,1.146128036,5.98,0,0.588,1,1
afar,746.0,0.77,4,1.77815125,8.214576,1.85,2.52,1.72427587,8.836,2,-0.304,2,2
affable,881.5,0.56,7,0.84509804,13.4,2.9,1.7,0.77815125,6.527,1,0.113,2,2
affair,603.0,1,6,3.176958981,10.94,2.55,2.45,2.921686475,7.54,0,-0.653,2,2
affect,655.5,0.97,6,2.755112266,9.6,2.45,1.93,2.683947131,7.88,1,-0.137,2,2
affectation,1147.0,0.7,11,0.903089987,13.82,3.6,1.96,0.903089987,6.309,0,0.513,4,4
affectionate,649.0,0.91,12,2.064457989,8.5,4.4,2.28,1.982271233,5.999,0,-0.524,1,1
affiliate,1042.0,0.97,9,1.204119983,12,3.2,2.5,1.079181246,5.804,0,-0.116,2,2
affiliation,1113.0,0.97,11,1.414973348,12.28,3.25,1.93,1.397940009,6.483,0,0.626,3,3
affinity,729.5,0.79,8,1.477121255,12.22,3.1,,1.447158031,6.342,0,0.206,2,2
affirm,695.0,0.94,6,1.255272505,12.24,2.45,1.96,1.176091259,7.943,0,-0.411,2,2
affirmation,686.667,0.97,11,1.447158031,12.56,2.95,2.12,1.414973348,6.428,0,-0.086,3,3
affirmative,686.5,0.97,11,2.383815366,10.67,4,1.93,2.264817823,6.231,0,-0.309,2,2
affix,2045.0,0.83,5,0.84509804,11.94,2.75,2.44,0.84509804,7.82,0,1.919,1,1
afflict,738.0,0.97,7,0.698970004,11.5,2.85,2.14,0.602059991,7.044,0,0.405,2,2
affliction,754.0,1,10,1.785329835,11.32,2.95,2.27,1.73239376,7.211,0,-0.553,3,3
affluence,930.0,0.79,9,0.903089987,13.88,3.45,2.15,0.84509804,6.759,0,-0.311,1,1
affluent,890.0,0.94,8,1.204119983,13.16,3.1,1.83,1.113943352,6.703,1,0.199,1,1
afford,578.333,1,6,3.35545152,7.47,2.5,1.83,3.217747073,7.619,0,-0.885,3,3
aficionado,1051.0,0.35,10,1.079181246,13.86,5.2,2.55,1.041392685,6.902,0,0.833,1,1
afire,904.5,0.55,5,1.414973348,11.87,1.95,,1.397940009,8.092,1,0.64,2,2
aflame,1091.333,0.7,6,1.255272505,11.22,2.3,3.77,1.204119983,7.245,0,1.46,3,3
afoot,704.0,0.68,5,1.72427587,11.475618,1.95,2.48,1.681241237,7.896,0,-0.252,2,2
aforementioned,2708.0,0.55,14,1.397940009,14.58,6,1.93,1.361727836,6.25,0,2.981,1,1
aforesaid,771.0,0.27,9,0.698970004,14.44,3.8,,0.698970004,6.61,0,0.406,1,1
afraid,586.0,1,6,4.101472117,4.42,2.6,2.7,3.694166296,7.369,0,-0.704,2,2
afro,802.25,0.88,4,1.763427994,9.58,2,4.52,1.544068044,8.734,0,0.068,4,4
after,872.0,1,5,4.54174145,5.99792,1.85,2.12,3.883434294,7.427,3,-0.532,3,3
afterbirth,872.5,0.97,10,0.77815125,14.06,4.55,4.57,0.77815125,5.604,0,-0.04,2,2
aftercare,1339.0,0.94,9,0.77815125,11.62,3.5,3.15,0.77815125,5.718,0,0.978,3,3
aftereffect,1391.667,0.58,11,0.602059991,12.06,5.4,2.5,0.477121255,6.532,0,1.765,3,3
afterglow,929.0,0.88,9,1.230448921,12.53,4.25,3.1,1,6.585,0,0.434,3,3
afterlife,1287.0,0.97,9,1.913813852,8.11,3.9,1.9,1.799340549,6.063,0,0.865,2,2
aftermath,601.0,0.97,9,1.73239376,12.05,3.65,1.97,1.716003344,6.192,0,-0.563,1,1
afternoon,801.0,0.94,9,3.669037801,4.65,3.75,3.7,3.414639147,6.868,0,-0.163,1,1
aftershave,809.0,0.97,10,1.748188027,10.42,4.45,4.56,1.653212514,6.155,0,0.348,1,1
aftertaste,1034.5,0.85,10,1.079181246,10,3.85,2.59,1,5.978,0,0.522,2,2
afterthought,710.5,0.91,12,1.146128036,12.78,5.5,2.04,1.113943352,6.577,0,0.167,2,2
afterwards,571.333,0.97,10,2.854306042,7.711835,3.75,2.14,2.784617293,6.168,0,-0.903,3,3
again,615.333,1,5,4.606692999,5.78478,1.95,2,3.895035597,8.504,1,-0.931,3,3
against,626.0,0.97,7,4.012373167,7.969465,2.9,1.8,3.656002321,7.164,0,-0.117,1,1
age,466.0,1,3,3.606381365,4.38,1.1,2.86,3.397940009,8.668,13,-1.088,3,3
ageless,743.5,0.94,7,1.204119983,10.3,2.55,2.03,1.204119983,5.889,0,-0.146,4,4
agency,537.0,0.94,6,2.996511672,10.58,2.6,3.87,2.770115295,7.545,0,-0.822,1,1
agenda,760.5,0.97,6,2.572871602,9.95,2.6,2.66,2.436162647,7.84,0,-0.481,2,2
agent,538.5,0.97,5,3.718999638,9.55,1.9,3.61,3.146128036,8.084,1,-0.671,4,4
aggrandize,572.0,0.21,10,0.301029996,14.83,4.6,,0.301029996,5.576,0,-0.576,1,1
aggravate,1102.0,0.86,9,1.579783597,8.32,3.55,2.26,1.556302501,5.483,0,0.629,1,1
aggravated,826.667,0.94,10,1.812913357,8.608885,3.75,2.61,1.740362689,6.292,1,-0.094,3,3
aggravation,2742.0,0.91,11,1.77815125,9.11,3.55,1.53,1.69019608,5.967,0,3.045,1,1
aggregate,737.0,0.84,9,1.041392685,13.67,3.5,2.14,1.041392685,5.753,0,-0.603,1,1
aggregation,1294.0,0.86,11,0.477121255,14.56,3.45,2.16,0.477121255,6.377,0,0.832,3,3
aggression,746.333,1,10,2.158362492,9.3,3,2.68,2.041392685,6.835,0,-0.525,3,3
aggressive,1231.0,1,10,2.608526034,8.32,3.3,2.54,2.51054501,6.042,0,0.146,1,1
aggressiveness,1112.75,1,14,1.322219295,11.06,5.1,2.59,1.255272505,3.948,0,0.234,4,4
aggressor,1019.0,0.94,9,1.477121255,11.47,3.75,3.29,1.380211242,6.742,0,0.0,1,1
aggrieved,981.0,0.71,9,1.041392685,12.38,3.6,2.12,0.903089987,6.872,1,0.24,1,1
aghast,916.0,0.77,6,0.903089987,12,2.9,1.96,0.903089987,7.941,0,0.494,1,1
agile,881.0,0.88,5,1.322219295,11.94,2,2.31,1.322219295,7.351,0,0.134,1,1
agility,1050.0,0.79,7,1.380211242,10.06,2.6,2.38,1.230448921,6.259,1,0.444,2,2
aging,617.667,0.97,5,2.120573931,7.35,1.8,2.88,2.012837225,7.79,2,-0.286,3,3
agitate,743.5,0.91,7,1.361727836,10.17,2.6,2.93,1.301029996,6.037,0,-0.131,2,2
agitated,834.333,0.91,8,2.11058971,10.115967,2.7,2.57,2.045322979,6.19,1,-0.218,3,3
agitation,744.0,0.88,9,1.414973348,11.5,2.55,2.33,1.380211242,6.548,0,0.189,3,3
agitator,511.0,0.75,8,1.079181246,11.84,2.85,3.28,1.079181246,6.471,0,-0.844,1,1
aglow,743.0,0.48,5,1.397940009,10.06,1.9,2.29,1.342422681,7.523,1,0.401,3,3
agnostic,882.333,0.85,8,1.301029996,13.8,3.3,2,1.255272505,6.646,0,0.111,3,3
ago,694.5,0.91,3,4.164144582,7.116905,1.8,1.42,3.767304317,8.906,5,-0.445,2,2
agonizing,918.667,0.94,9,1.568201724,10.89,3.6,2,1.556302501,6.193,0,0.484,3,3
agony,644.667,0.97,5,2.283301229,9.22,2,2.38,2.235528447,7.746,1,-0.71,3,3
agoraphobia,1144.5,0.7,11,0.903089987,14.44,5.5,1.92,0.903089987,5.675,1,0.704,2,2
agree,554.0,0.94,5,3.518382316,7.68,1.9,2.31,3.355068206,8.74,0,-1.219,2,2
agreeable,924.0,1,9,1.913813852,8.41,3.6,2.07,1.851258349,6.353,1,-0.146,2,2
agreement,749.75,0.91,9,2.950851459,8.16,3.4,2.22,2.781036939,6.631,0,-0.237,4,4
agricultural,1694.0,0.91,12,1.69019608,10.11,4.6,3.29,1.643452676,5.411,0,2.123,3,3
agriculturalist,1167.333,0.88,15,0.477121255,12.78,5.95,4.07,0.477121255,4.554,0,1.6,3,3
agriculture,921.0,1,11,1.755874856,10.32,4.2,3.67,1.612783857,5.738,0,1.686,1,1
ahead,1485.5,1,5,4.005008821,5.454413,1.95,3,3.674585602,8.417,1,0.5,2,2
ahoy,756.0,0.63,4,2.278753601,7.61,2,2,1.995635195,8.379,1,-0.327,1,1
aid,479.5,0.97,3,2.851258349,7.33,1,3.1,2.696356389,9.655,15,-0.899,2,2
aide,798.0,0.85,4,2.017033339,7.83,1.35,3.59,1.913813852,8.448,11,0.193,2,2
aids,644.333,0.97,4,1.740362689,8.89,1.35,3.44,1.62324929,8.191,10,-0.134,3,3
ail,820.667,0.65,3,1.079181246,9.71,1,,0.84509804,9.03,12,0.278,3,3
ailing,1029.0,0.76,6,1.431363764,10.63,1.45,2.81,1.397940009,7.356,8,0.088,2,2
ailment,1596.5,0.94,7,1.431363764,10.37,2.45,2.93,1.380211242,6.865,0,1.258,2,2
aim,597.0,0.94,3,2.880241776,6.72,1.4,3.27,2.737987326,9.016,11,-0.639,3,3
aimless,521.0,0.97,7,1.176091259,10.32,2.15,1.57,1.146128036,6.168,3,-0.583,2,2
air,655.0,1,3,3.850707485,3.94,1.45,4.11,3.521922245,8.957,7,-0.777,3,3
airbase,1214.0,0.97,7,0.77815125,10.35,2.85,4.29,0.698970004,6.738,0,0.216,2,2
airborne,823.0,0.94,8,2.334453751,9.85,3.35,3.45,2.167317335,6.394,0,0.358,2,2
aircraft,651.667,1,8,2.683947131,7.61,3.6,4.4,2.322219295,5.931,0,-0.201,3,3
aircrew,1094.5,0.9,7,0.602059991,10.15,3,4.04,0.477121255,6.695,0,2.21,2,2
airdrop,806.75,0.94,7,0.477121255,9.18,2.8,,0.477121255,5.019,0,-0.002,4,4
airfield,833.0,0.88,8,2.075546961,8.6,3.1,4.7,1.84509804,6.399,0,-0.097,2,2
airflow,839.5,0.97,7,0.903089987,12.42,3.25,3.59,0.84509804,6.717,0,0.081,2,2
airless,637.0,0.97,7,0.77815125,10,2.15,3,0.698970004,6.28,1,-0.166,2,2
airlift,737.0,0.97,7,1.176091259,12.06,2.9,3.62,1.176091259,5.876,0,0.008,1,1
airline,799.0,0.97,7,2.521138084,8.74,2.4,4,2.278753601,6.64,1,0.56,2,2
airliner,787.667,0.94,8,1.477121255,9.89,2.75,4.45,1.380211242,6.123,1,-0.101,3,3
airlock,730.5,0.97,7,1.633468456,11.61,2.9,,1.397940009,6.885,0,0.497,2,2
airmail,830.667,0.94,7,1.255272505,12,3,3.66,1.176091259,6.733,0,0.35,3,3
airplane,1034.5,0.97,8,2.746634199,3.94,2.7,4.96,2.550228353,5.749,0,0.236,2,2
airport,504.5,1,7,3.288025535,6.84,2.7,4.87,2.992553518,7.115,0,-0.887,2,2
airship,583.0,0.91,7,1.491361694,10.8,2.75,4.92,1.146128036,5.321,0,-0.751,1,1
airsick,2287.0,0.85,7,1.230448921,11.47,2.9,3.5,1.204119983,6.871,0,5.33,1,1
airspace,662.0,0.97,8,1.919078092,11.5,3.1,3.58,1.716003344,6.663,0,-0.849,2,2
airspeed,762.0,0.91,8,1.397940009,10.9,3.35,3.04,1.230448921,6.606,0,0.05,2,2
airstrip,680.5,0.85,8,1.763427994,8.16,3.45,4.68,1.612783857,5.633,0,-0.305,2,2
airtight,731.667,0.91,8,1.763427994,9.84,2.95,3.42,1.73239376,7.644,0,0.162,3,3
airway,513.0,1,6,1.924279286,11.16,2.3,4.34,1.740362689,7.2,0,-0.925,1,1
aisle,756.25,0.97,5,2.579783597,5.95,1.9,4.35,2.45484486,7.562,1,0.074,4,4
ajar,835.0,0.88,4,1.380211242,9.67,1.85,3.27,1.322219295,8.857,2,0.309,2,2
akin,734.0,0.58,4,1.176091259,12.67,1.9,1.71,1.176091259,8.653,2,-0.069,1,1
alabaster,1000.0,0.62,9,1.544068044,13.67,3.85,3.81,1.477121255,6.223,0,1.335,1,1
alarming,1024.0,1,8,1.770852012,9.78,2.25,2.07,1.748188027,6.693,0,0.406,2,2
alarmist,977.0,0.85,8,1.255272505,13.12,2.85,2.62,1.255272505,5.841,0,0.047,1,1
alas,710.5,0.85,4,2.292256071,9.781155,1.75,1.56,2.123851641,7.929,7,0.516,2,2
albacore,894.0,0.4,8,0.954242509,14.47,3.95,3.71,0.77815125,6.967,0,0.015,1,1
albatross,1098.0,0.59,9,1.612783857,11.64,4,4.81,1.301029996,6.418,0,1.297,1,1
album,685.0,0.94,5,2.718501689,6.72,2.3,4.69,2.437750563,7.631,0,-0.295,3,3
albumin,541.0,0.18,7,0.698970004,14.2,2.95,,0.698970004,6.67,1,-0.55,1,1
alchemy,972.0,0.62,7,1.079181246,13.35,2.95,2.1,1,6.442,0,0.962,1,1
alcohol,554.0,0.97,7,2.927370363,9,3.35,4.76,2.770115295,7.289,0,-0.68,2,2
alcoholic,657.0,1,9,2.501059262,9.95,3.7,3.37,2.392696953,6.172,0,-0.377,3,3
alcoholism,767.667,0.97,10,1.643452676,11.6,4.2,2.93,1.602059991,5.419,0,-0.234,3,3
alcove,766.0,0.56,6,1.397940009,12.11,2.5,4.08,1.113943352,7.7,0,-0.112,2,2
ale,463.0,0.88,3,2.307496038,10.16,1,4.65,2.093421685,8.948,18,-0.959,1,1
alert,567.667,0.97,5,3.02201574,8.9,1.85,2.59,2.818885415,7.12,1,-1.01,3,3
alertness,541.5,1,9,0.698970004,9.44,3,2.15,0.698970004,4.756,0,-0.711,2,2
alfalfa,972.667,0.71,7,1.531478917,8.83,3.75,4.69,1.462397998,7.237,0,1.098,3,3
algebra,660.0,0.94,7,1.959041392,11.47,3.1,3.14,1.84509804,7.229,0,-0.744,2,2
algebraic,696.0,0.84,9,0.602059991,11.11,4.2,2.62,0.602059991,6.422,0,0.121,2,2
algorithm,1031.0,0.66,9,1.447158031,14.56,4.5,3.07,1.322219295,6.428,0,-0.335,1,1
alias,1464.333,0.89,5,2.320146286,9.47,1.95,2.86,2.193124598,7.76,2,0.66,3,3
alibi,926.0,0.79,5,2.630427875,12.5,2.5,2.57,2.397940009,7.446,0,-0.275,1,1
alien,537.5,1,5,2.949390007,7.5,1.8,3.52,2.505149978,7.635,3,-1.057,2,2
alienate,759.333,0.97,8,1.477121255,13.05,2.7,1.83,1.462397998,6.006,0,-0.276,3,3
alienation,1168.667,0.97,10,1.361727836,13.47,2.85,1.73,1.322219295,6.438,0,0.982,3,3
aliens,1433.667,0.97,6,2.691965103,8.57773,1.9,3.86,2.334453751,7.548,1,0.583,3,3
alight,732.0,0.47,6,1.342422681,11.41,1.7,2.96,1.278753601,8.509,5,-0.305,1,1
align,731.0,0.84,5,1.544068044,9.85,1.9,2.79,1.491361694,7.774,1,-0.412,3,3
alignment,679.0,0.97,9,1.832508913,11.76,2.75,3.26,1.681241237,6.26,0,0.493,1,1
alike,614.0,0.97,5,2.763427994,6.115147,1.85,2.38,2.683947131,7.748,2,-0.987,1,1
alimony,910.25,0.89,7,2.123851641,14.47,2.85,3.08,1.949390007,7.044,0,0.045,4,4
alive,692.5,0.94,5,3.8964711,5.11,1.8,3.14,3.572406868,8.274,4,-0.418,4,4
alkali,1934.0,0.45,6,1.278753601,14.35,2.8,,1.176091259,7.139,0,5.774,1,1
alkaline,648.0,0.97,8,1.230448921,13.68,3.4,3.48,1.113943352,6.639,0,-0.275,1,1
all,566.0,0.97,3,5.420378278,4.239515,1.2,2.27,3.918030337,8.693,9,-0.663,2,2
allay,579.0,0.45,5,1.255272505,15.77,1.75,,1.230448921,7.863,4,-1.017,1,1
allegation,744.333,0.85,10,1.447158031,11.84,2.65,1.79,1.380211242,6.387,0,-0.414,3,3
allege,521.0,0.76,6,1.079181246,12.81,2.4,1.76,1.041392685,7.244,0,-0.588,1,1
alleged,735.5,1,7,2.309630167,12.05,2.5,1.82,2.206825876,6.658,1,-0.081,2,2
allegiance,795.333,0.97,10,2.204119983,8.42,3.45,1.77,2.11058971,5.893,0,0.373,3,3
allegorical,1276.0,0.84,11,0.954242509,12.41,4.5,1.52,0.903089987,6.489,0,1.651,3,3
allegory,704.0,0.84,8,1.113943352,14.16,3.2,2.07,1.041392685,6.558,0,-1.103,1,1
allegro,778.0,0.77,7,1.431363764,13.07,2.85,,1.146128036,7.21,0,-0.21,2,2
allergic,535.25,0.97,8,2.617000341,7.72,3.2,2.55,2.487138375,6.509,0,-0.509,4,4
allergy,755.0,1,7,1.939519253,8.11,2.7,3.68,1.826074803,7.332,0,-0.496,1,1
alleviate,677.0,0.94,9,1.380211242,11.39,3.4,2.48,1.380211242,6.041,0,-0.011,2,2
alley,690.333,0.88,5,2.920123326,7.26,1.65,4.82,2.750508395,7.503,4,-0.521,3,3
alleyway,641.0,0.91,8,1.612783857,8.11,3.45,4.3,1.568201724,6.61,0,-0.002,3,3
alliance,901.5,0.97,8,2.668385917,11.28,2.55,2.5,2.281033367,6.633,0,-0.041,4,4
allied,838.333,0.97,6,2.170261715,10.85,1.9,2.38,1.954242509,7.259,1,-0.305,3,3
alliteration,651.0,0.87,12,1,13.86,3.2,2.25,1,5.895,0,-0.055,2,2
alliterative,1308.5,0.52,12,0.301029996,15.25,4.15,,0.301029996,5.96,0,2.168,2,2
allocate,418.0,0.94,8,0.954242509,13.78,2.7,2.38,0.954242509,6.499,0,-0.581,1,1
allocation,1232.333,0.91,10,1.041392685,12.42,2.7,2.32,1.041392685,6.947,0,0.554,3,3
allot,772.0,0.71,5,0.954242509,13.67,1.85,,0.477121255,7.218,2,-0.743,1,1
allotment,838.0,0.64,9,1.301029996,13.28,3.35,2.88,1.278753601,6.302,0,0.043,2,2
allow,431.667,1,5,3.354876423,5.32,1.5,2.41,3.220369632,7.619,3,-1.171,3,3
allowable,645.333,0.97,9,0.77815125,9.56,3.4,2.17,0.77815125,6.288,2,-0.468,3,3
allowance,644.0,1,9,2.424881637,6.95,3.2,3.07,2.283301229,7.201,0,-0.686,1,1
alloy,668.5,0.91,5,1.72427587,14.53,1.7,4.29,1.662757832,6.973,4,-0.298,2,2
allure,593.0,0.94,6,1.491361694,11.83,2.55,1.92,1.447158031,7.413,0,-0.304,2,2
alluring,786.333,0.88,8,1.342422681,12.89,2.65,2.07,1.342422681,6.445,1,-0.407,3,3
allusion,643.0,0.88,8,0.84509804,13.05,2.5,1.58,0.77815125,6.114,1,-0.793,1,1
ally,822.0,0.94,4,3.2219356,9.61,1.5,2.61,2.515873844,7.851,2,-0.145,2,2
almanac,594.333,0.84,7,1.643452676,10.58,3.35,4.44,1.447158031,7.121,0,-0.534,3,3
almost,555.667,0.97,6,3.993788814,5.46507,2.4,1.66,3.694692926,7.39,0,-0.862,3,3
alms,946.0,0.47,4,1.414973348,9.91,1.7,,1.146128036,8.071,9,0.193,2,2
aloft,710.333,0.91,5,1.579783597,9.823783,1.95,2.64,1.431363764,8.046,0,-0.141,3,3
alone,792.5,0.94,5,4.196894347,4.94,1.75,2.86,3.772395061,8.089,4,-0.498,2,2
aloneness,802.667,0.85,9,0.301029996,9.06,2.85,1.75,0.301029996,5.236,0,2.012,3,3
along,598.667,1,5,3.969928189,5.411785,1.85,2.14,3.6349808,7.354,2,-0.772,3,3
aloof,689.0,0.76,5,1.531478917,13.41,2,1.46,1.462397998,7.948,0,-0.021,1,1
aloud,889.5,0.97,5,1.977723605,6.221717,1.9,3.1,1.944482672,8.119,1,0.103,2,2
alpha,952.0,1,5,2.618048097,12.22,2.8,1.81,2.320146286,7.636,0,-0.448,4,4
alphabet,605.5,1,8,2.10720997,4.22,3.8,4.31,1.944482672,7.169,0,-0.83,2,2
alphabetical,1233.667,0.97,12,1.653212514,6.26,5.15,3.07,1.62324929,6.354,0,0.914,3,3
alright,594.0,0.91,7,3.606918526,6.275002,2.25,1.93,2.827369273,7.94,0,-0.877,2,2
also,562.5,1,4,4.022387126,6.63734,1.95,1.83,3.678154038,8.077,2,-0.631,2,2
altar,859.0,1,5,2.414973348,7.16,1.95,4.85,2.260071388,7.781,2,-0.202,1,1
altarpiece,959.667,0.73,10,0.477121255,11.21,4.35,4.54,0.477121255,5.93,0,0.512,3,3
alter,688.667,0.94,5,2.389166084,9.47,1.6,3.07,2.301029996,7.557,6,-0.661,3,3
alteration,611.667,0.91,10,1.568201724,10.17,2.45,3.21,1.462397998,6.792,0,-0.074,3,3
altercation,698.5,0.81,11,1.579783597,11.67,3,3.21,1.491361694,6.317,1,-0.185,2,2
alternating,933.5,0.97,11,1.342422681,12,3.25,2.48,1.301029996,6.401,1,0.344,2,2
alternation,923.75,1,11,0.477121255,12.32,2.6,3,0.301029996,6.516,1,-0.072,4,4
alternative,690.5,0.97,11,2.678518379,10.11,3.05,2.46,2.610660163,6.412,0,-0.542,4,4
alternator,898.5,0.94,10,1.278753601,11.32,3.35,4.27,1.146128036,6.632,0,0.197,2,2
although,643.5,1,8,3.331224781,8.076035,3.55,1.07,3.193958978,7.27,0,-0.801,2,2
altitude,885.667,0.71,8,2.298853076,9.58,2.6,2.96,2.167317335,6.609,2,0.33,3,3
alto,728.5,0.73,4,1.84509804,10.186121,1.9,3.37,1.556302501,8.436,3,0.088,2,2
altogether,598.0,0.97,10,2.515873844,8.353117,4.75,2.36,2.431363764,6.643,0,-0.1,3,3
altruism,715.0,0.72,8,1.079181246,15.79,3.5,1.5,0.954242509,5.98,1,0.353,1,1
altruist,1045.0,0.72,8,0.301029996,15.5,3.3,,0.301029996,6.473,1,0.179,1,1
aluminum,635.0,0.94,8,2.064457989,7.26,3.6,4.88,1.924279286,6.081,0,-0.665,3,3
always,1074.5,0.97,6,4.52399345,6.264345,2.25,1.71,3.874829578,7.457,1,0.118,2,2
amalgamated,1426.0,0.38,11,0.84509804,15.07,4.7,,0.84509804,6.019,1,2.418,1,1
amalgamation,817.0,0.52,12,0.84509804,16.92,4.45,,0.477121255,6.115,0,0.804,1,1
amass,1445.0,0.45,5,0.602059991,12,1.9,2.28,0.602059991,7.717,2,2.774,1,1
amateur,676.5,0.97,7,2.525044807,10.53,2.9,2.31,2.437750563,7.39,0,-0.796,2,2
amateurish,961.0,0.66,10,1.301029996,12.57,4.4,1.93,1.255272505,6.32,1,0.49,1,1
amaze,564.0,1,5,1.919078092,7.5,1.9,2,1.880813592,7.089,0,-0.81,2,2
amazed,760.75,0.97,6,2.418301291,7.17,2.25,1.52,2.382017043,6.741,1,-0.345,4,4
amazement,556.0,0.97,9,1.568201724,9.22,3.05,1.89,1.544068044,6.541,0,-1.008,1,1
amazing,845.75,1,7,3.61992771,5.22,2.2,1.55,3.374748346,7.282,0,-0.465,4,4
ambassador,1111.0,0.97,10,2.838849091,11,4.7,4.28,2.356025857,5.712,0,0.451,1,1
amber,579.667,1,5,2.675778342,9.28,1.85,4.35,2.089905111,6.685,2,-0.478,3,3
ambiance,2019.0,0.79,8,0.954242509,14.78,2.8,2.31,0.954242509,6.63,1,2.226,1,1
ambidextrous,1158.667,0.82,12,1.113943352,11.84,5.6,3.63,1.113943352,5.401,0,0.755,3,3
ambience,631.333,0.91,8,1.579783597,13.28,2.95,1.72,1.556302501,6.741,1,-0.058,3,3
ambient,1090.5,0.82,7,1.431363764,12.8,2.85,2.04,1.361727836,7.037,0,0.662,2,2
ambiguity,1675.0,0.97,9,1.176091259,14.06,3.65,1.3,1.146128036,6.061,0,1.928,2,2
ambiguous,1206.0,1,9,1.579783597,13.67,3.65,1.48,1.556302501,6.083,0,0.28,2,2
ambition,916.0,0.97,8,2.437750563,11.29,2.75,1.74,2.369215857,7.963,0,0.1,1,1
ambitious,891.667,0.94,9,2.387389826,11.05,3.35,1.81,2.340444115,6.209,1,0.045,3,3
ambivalence,736.0,0.83,11,1.113943352,13.37,4.35,1.7,1.079181246,6.184,0,0.2,2,2
ambivalent,737.0,0.88,10,1.113943352,12.12,4.45,1.21,1.113943352,6.098,0,0.262,2,2
amble,712.0,0.91,5,0.77815125,11.87,1.75,3.17,0.77815125,6.771,1,-0.587,1,1
ambrosia,869.333,0.82,8,1.698970004,13.82,3.5,,1.431363764,6.023,0,0.156,3,3
ambrosial,1611.0,0.33,9,0.301029996,17.12,3.75,,0.301029996,6.371,0,1.026,1,1
ambulance,706.0,1,9,3.058426024,6.16,3.2,4.81,2.862131379,6.216,0,-0.034,1,1
ambulatory,909.0,0.88,10,1.113943352,12.59,3.9,2.92,1.041392685,5.957,0,0.455,2,2
ambush,569.5,0.94,6,2.444044796,9.3,2.65,3.16,2.292256071,6.925,0,-0.498,2,2
ameliorate,932.0,0.33,10,0.477121255,13.67,3.85,,0.477121255,5.55,0,0.359,1,1
